0.08900000000000001 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.08800000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.08700000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.08600000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.085, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.084, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.083, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.08200000000000002, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.08100000000000002, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.079, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.078, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.077, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.076, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.075, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.074, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.073, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.07200000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.07100000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.069, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.068, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.067, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.066, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.065, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.064, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.063, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.062000000000000006, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.061000000000000006, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.059000000000000004, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.058, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.057, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.05600000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.05500000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.054000000000000006, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.053000000000000005, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.052000000000000005, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.051000000000000004, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.049, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.048, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.047, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.046, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.045000000000000005, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.044000000000000004, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.043000000000000003, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.042, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.041, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.03900000000000001, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
0.038000000000000006, 5.550900827793629323057076455625186113194338236264514847841453551691421795746982*10^-01
